number_of_rooms,floor,floors,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,distnce_metro,type_of_accommodation0,type_of_accommodation1,type_of_house0,type_of_house1,type_of_house2,type_of_house3,type_of_house4,type_of_house5,type_of_house6,type_of_house7,repair0,repair1,repair2,repair3,repair4,repair5,district0,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13
3,4,5,1,0,0,0,0,1,1,16500000,96.0,64.0,32.0,1956,"Москва, ЮАО, р-н Донской, Загородное ш., 15К1",1.90137386271868,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,5,15,0,2,1,1,1,0,0,45000000,100.0,50.0,17.0,2011,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к3",0.4596044288614217,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,16,0,1,1,1,0,1,0,8400000,52.4,32.0,9.0,1979,"Москва, СВАО, р-н Лианозово, Череповецкая ул., 13",0.4338757139429204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,5,1,1,0,0,0,1,1,16500000,97.0,70.0,9.0,1955,"Москва, ЮЗАО, р-н Зюзино, Азовская ул., 3",0.038247572429141334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,6,12,1,1,1,1,1,1,1,38955595,67.1,57.1,10.0,2018,"Москва, ЦАО, р-н Тверской, 2-я Брестская ул., 6",0.4169930004674772,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,5,28,0,2,1,1,1,0,0,21350000,82.0,39.0,15.0,2017,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13",0.277437342043645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,9,0,1,1,0,0,0,1,21000000,71.0,50.0,8.0,1956,"Москва, ЮЗАО, р-н Гагаринский, просп. Вернадского, 9/10",0.3852897985102377,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,3,8,0,3,1,0,0,0,0,52000000,125.0,80.0,15.0,2014,"Москва, ЗАО, р-н Раменки, ул. Столетова, 7к1",3.062184981765436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,6,0,2,1,0,0,0,0,67908940,137.0,110.0,12.0,1914,"Москва, ЦАО, р-н Басманный, ул. Солянка, 1/2С1",0.6375675628426687,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,2,6,0,2,1,0,0,0,1,78000000,91.4,60.0,7.0,2009,"Москва, ЦАО, р-н Тверской, Петровский бул., 21",0.2533942121421311,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,14,24,0,5,1,0,0,0,0,359960596,293.0,250.0,25.0,2011,"Москва, ЮЗАО, р-н Гагаринский, ул. Косыгина, 13к1",0.9010137028112593,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,5,9,0,3,1,0,0,0,1,114827843,155.0,100.0,18.0,1997,"Москва, ЦАО, р-н Замоскворечье, Татарская ул., 18",0.25110026476324626,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,8,8,0,4,1,0,0,0,0,327197620,450.0,300.0,25.0,2012,"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 28",0.4154650487946528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,5,11,1,0,0,0,1,0,0,40000000,71.0,46.0,10.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1",0.5713244435366369,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,3,33,1,0,1,1,0,0,0,37041240,60.0,40.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,9,0,4,1,0,0,0,0,2160739000,761.0,500.0,30.0,2010,"Москва, ЦАО, р-н Пресненский, Гранатный пер., 8С4",0.8213248636287473,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,34,47,2,0,1,1,0,0,0,58000000,143.9,81.0,18.0,2004,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к1",2.6177175611375576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,53,2,0,1,1,0,0,0,54080210,129.1,87.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,6,33,2,0,1,1,0,0,0,53709797,150.0,84.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,33,2,0,1,1,0,0,0,48770965,152.0,100.0,21.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,33,0,0,1,1,0,0,0,42597426,75.0,53.0,11.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,16,19,1,1,0,0,1,0,1,50000000,119.4,66.3,17.2,2007,"Москва, ЮЗАО, р-н Гагаринский, ул. Фотиевой, 6к1",0.9379449980329252,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,8,53,2,0,1,1,0,0,0,58648629,129.6,73.0,16.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,11,2,0,1,1,0,0,0,55191447,149.0,80.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,33,2,0,1,1,0,0,0,59265983,155.0,87.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,11,4,0,1,1,0,0,0,64822169,170.0,95.0,18.0,2007,"Москва, ЦАО, р-н Тверской, 3-я Тверская-Ямская ул., 10",0.19601037278024253,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,45,53,3,0,1,1,0,0,0,80996844,164.0,92.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,33,3,0,1,1,0,0,0,82000000,153.0,86.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,13,0,2,1,1,0,1,0,92047481,142.0,85.0,30.0,2000,"Москва, ЦАО, р-н Арбат, 1-й Смоленский пер., 17",0.31368105151671377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,6,11,2,0,1,1,0,0,0,65000000,107.0,67.0,16.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11,53,3,0,1,1,0,0,0,77169250,228.0,116.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8,53,3,0,1,1,0,0,0,80256020,235.8,120.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,5,2,0,1,1,0,0,0,64007262,115.2,57.0,16.0,2016,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 57АС1",0.9557508116236461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,8,12,2,0,0,0,1,0,0,87046914,94.0,71.0,14.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12",0.528172477585726,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,35,53,3,0,1,1,0,0,0,111123719,240.0,122.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,12,0,0,0,0,0,0,0,100455842,135.6,85.0,16.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1",0.5713244435366369,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,8,13,2,0,1,1,0,0,1,92603099,160.0,90.0,18.0,2006,"Москва, ЦАО, р-н Тверской, ул. Александра Невского, 27",0.5833230627949604,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,43,53,3,0,1,1,0,0,0,115235297,255.7,130.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11,12,0,0,0,0,0,0,0,216073899,272.6,139.0,25.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1",0.5713244435366369,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,4,8,2,1,1,1,1,1,0,190000000,189.9,108.8,23.0,2009,"Москва, ЦАО, р-н Хамовники, пер. Хилков, 1",0.5992216478200619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,16,34,1,1,1,1,0,1,0,64822169,137.8,105.8,23.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,12,2,0,0,0,1,0,0,128533102,138.8,91.0,16.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12",0.528172477585726,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,4,25,0,1,0,0,1,1,1,15699999,73.0,32.0,22.0,2009,"Москва, ЮАО, р-н Нагатино-Садовники, Нагатинская наб., 18к1",0.8941427078322803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,21,53,2,0,1,1,0,0,0,135817880,148.9,110.0,21.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,53,3,0,1,1,0,0,0,172859120,233.0,119.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8,12,4,0,0,0,1,0,0,215580016,232.8,114.0,25.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12",0.528172477585726,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,41,53,3,0,1,1,0,0,0,154338500,167.0,105.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,6,0,2,1,0,0,1,0,18500000,75.0,53.0,10.0,1929,"Москва, ЗАО, р-н Дорогомилово, Студенческая ул., 19К4",0.3755769662088127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,10,0,1,1,0,0,0,1,13450000,76.0,51.0,9.0,1958,"Москва, СВАО, р-н Останкинский, просп. Мира, 89",0.4685773293040254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,0,1,0,0,0,0,0,11000000,55.0,33.7,8.4,1958,"Москва, ЦАО, р-н Пресненский, ул. Трехгорный Вал, 4К2",0.6980358699279036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,2,9,0,2,1,1,0,0,1,154338500,140.0,90.0,15.0,2013,"Москва, ЦАО, р-н Тверской, Большой Каретный пер., 24с2",0.41259287995051175,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,5,19,0,1,1,1,1,0,0,10500000,55.1,30.0,9.4,2016,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 12к2",2.763500305349865,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,2,11,0,2,1,1,1,0,0,8200000,77.0,43.0,9.0,2014,"Москва, ЮАО, р-н Бирюлево Восточное, 6-я Радиальная ул., 3к10",1.947378899465881,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2,18,1,0,1,1,0,0,0,9500000,41.0,23.0,12.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,24,2,0,0,0,1,1,0,39990000,120.0,78.0,32.0,2009,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Покрышкина, 8к1",1.1803677789006095,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,19,0,1,1,1,1,0,0,10500000,56.0,33.0,9.0,2016,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 12к2",2.763500305349865,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,17,19,0,1,1,1,1,0,0,10500000,57.0,33.0,9.0,2016,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 12к1",2.802880331884384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,21,32,0,2,1,0,0,0,0,17500000,55.0,34.0,20.0,2010,"Москва, САО, р-н Хорошевский, Хорошевское ш., 12с1",0.1814894098050663,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,19,0,1,1,1,1,0,0,10500000,57.0,33.0,9.0,2016,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 12к2",2.763500305349865,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,11,13,1,0,0,0,0,1,1,11900000,49.3,17.0,9.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,17,0,1,0,0,1,0,0,11709350,52.9,23.1,12.7,2016,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 105к2",1.7345004959926351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,28,28,1,0,1,1,1,0,0,12000000,46.0,20.0,16.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",1.3036267114070783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,13,1,0,0,0,1,0,0,12200000,50.0,20.0,14.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,1,0,1,1,0,0,0,19000000,85.0,60.0,20.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,9,28,0,0,1,1,1,0,0,20900000,94.0,60.0,19.0,2017,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13",0.277437342043645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,16,19,0,2,1,1,1,0,0,17999999,88.6,65.0,15.0,2016,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к2",0.9050516311528176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,2,18,1,0,1,1,0,0,0,18349999,71.0,44.0,15.0,2013,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к5",0.7809442064730789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,10,13,2,0,0,0,1,1,0,19900000,76.6,52.0,15.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
